,SitID,HorID,Pick,Quality,Tops
6045,107980,12000,        ,0,e10
6046,107980,13000,450.7,1,mcmurray
6047,107980,14000,499,1,paleozoic
6048,107984,1000,263,1,mannville
6049,107984,2000,        ,-1,t61
6050,107984,3000,        ,-1,t51
6051,107984,4000,        ,-1,t41
6052,107984,5000,382,1,t31
6053,107984,6000,        ,-1,clw_wab
6054,107984,7000,397,1,t21
6055,107984,9000,398.5,3,t15
6056,107984,9500,430,1,e14
6057,107984,10000,        ,0,t11
6058,107984,11000,        ,0,t10.5
6059,107984,12000,        ,0,e10
6060,107984,13000,430,1,mcmurray
6061,107984,14000,471,1,paleozoic
6062,107991,1000,351,1,mannville
6063,107991,2000,        ,-1,t61
6064,107991,3000,        ,-1,t51
6065,107991,4000,        ,-1,t41
6066,107991,5000,472.5,1,t31
6067,107991,6000,        ,-1,clw_wab
6068,107991,7000,486,1,t21
6069,107991,9000,487.5,3,t15
6070,107991,9500,505.5,1,e14
6071,107991,10000,        ,0,t11
6072,107991,11000,        ,0,t10.5
6073,107991,12000,509,2,e10
6074,107991,13000,509,2,mcmurray
6075,107991,14000,557,1,paleozoic
6076,107997,1000,362,1,mannville
6077,107997,2000,        ,-1,t61
6078,107997,3000,        ,-1,t51
6079,107997,4000,        ,-1,t41
6080,107997,5000,487,1,t31
6081,107997,6000,        ,-1,clw_wab
6082,107997,7000,500,1,t21
6083,107997,9000,502,3,t15
6084,107997,9500,520,1,e14
6085,107997,10000,        ,0,t11
6086,107997,11000,        ,0,t10.5
6087,107997,12000,527,1,e10
6088,107997,13000,527,1,mcmurray
6089,107997,14000,568,1,paleozoic
6090,108007,1000,354,1,mannville
6091,108007,2000,        ,-1,t61
6092,108007,3000,        ,-1,t51
6093,108007,4000,        ,-1,t41
6094,108007,5000,471.5,1,t31
6095,108007,6000,        ,-1,clw_wab
6096,108007,7000,484.5,1,t21
6097,108007,9000,486,3,t15
6098,108007,9500,504.5,1,e14
6099,108007,10000,        ,0,t11
6100,108007,11000,        ,0,t10.5
6101,108007,12000,        ,0,e10
6102,108007,13000,504.5,1,mcmurray
6103,108007,14000,567,1,paleozoic
6104,108016,1000,363,1,mannville
6105,108016,2000,        ,-1,t61
6106,108016,3000,        ,-1,t51
6107,108016,4000,        ,-1,t41
6108,108016,5000,495,1,t31
6109,108016,6000,        ,-1,clw_wab
6110,108016,7000,510.5,1,t21
6111,108016,9000,512,3,t15
6112,108016,9500,536.5,1,e14
6113,108016,10000,        ,0,t11
6114,108016,11000,        ,0,t10.5
6115,108016,12000,542,1,e10
6116,108016,13000,542,1,mcmurray
6117,108016,14000,592,1,paleozoic
6118,108037,1000,329.5,1,mannville
6119,108037,2000,        ,-1,t61
6120,108037,3000,        ,-1,t51
6121,108037,4000,        ,-1,t41
6122,108037,5000,452,1,t31
6123,108037,6000,        ,-1,clw_wab
6124,108037,7000,465,1,t21
6125,108037,9000,467.5,3,t15
6126,108037,9500,484.5,2,e14
6127,108037,10000,        ,0,t11
6128,108037,11000,        ,0,t10.5
6129,108037,12000,        ,0,e10
6130,108037,13000,484.5,2,mcmurray
6131,108037,14000,535,1,paleozoic
6132,108041,1000,343,1,mannville
6133,108041,2000,        ,-1,t61
6134,108041,3000,        ,-1,t51
6135,108041,4000,        ,-1,t41
6136,108041,5000,463,1,t31
6137,108041,6000,        ,-1,clw_wab
6138,108041,7000,477,1,t21
6139,108041,9000,479,3,t15
6140,108041,9500,499,1,e14
6141,108041,10000,        ,0,t11
6142,108041,11000,        ,0,t10.5
6143,108041,12000,        ,0,e10
6144,108041,13000,499,1,mcmurray
6145,108041,14000,555,1,paleozoic
6146,108047,1000,320,1,mannville
6147,108047,2000,        ,-1,t61
6148,108047,3000,        ,-1,t51
6149,108047,4000,        ,-1,t41
6150,108047,5000,439.5,1,t31
6151,108047,6000,        ,-1,clw_wab
6152,108047,7000,454,1,t21
6153,108047,9000,456.5,3,t15
6154,108047,9500,475,1,e14
6155,108047,10000,        ,0,t11
6156,108047,11000,        ,0,t10.5
6157,108047,12000,        ,0,e10
6158,108047,13000,475,1,mcmurray
6159,108047,14000,524.5,1,paleozoic
6160,108055,1000,334,1,mannville
6161,108055,2000,        ,-1,t61
6162,108055,3000,        ,-1,t51
6163,108055,4000,        ,-1,t41
6164,108055,5000,452,1,t31
6165,108055,6000,        ,-1,clw_wab
6166,108055,7000,465,1,t21
6167,108055,9000,467,3,t15
6168,108055,9500,485,1,e14
6169,108055,10000,        ,0,t11
6170,108055,11000,        ,0,t10.5
6171,108055,12000,495,1,e10
6172,108055,13000,495,1,mcmurray
6173,108055,14000,543,1,paleozoic
6174,108060,1000,327,1,mannville
6175,108060,2000,        ,-1,t61
6176,108060,3000,        ,-1,t51
6177,108060,4000,        ,-1,t41
6178,108060,5000,446.5,1,t31
6179,108060,6000,        ,-1,clw_wab
6180,108060,7000,461.5,1,t21
6181,108060,9000,464,3,t15
6182,108060,9500,476,1,e14
6183,108060,10000,476,3,t11
6184,108060,11000,479.5,2,t10.5
6185,108060,12000,479.5,2,e10
6186,108060,13000,479.5,2,mcmurray
6187,108060,14000,527,1,paleozoic
6188,108063,1000,302,1,mannville
6189,108063,2000,        ,-1,t61
6190,108063,3000,        ,-1,t51
6191,108063,4000,        ,-1,t41
6192,108063,5000,423,1,t31
6193,108063,6000,        ,-1,clw_wab
6194,108063,7000,438,1,t21
6195,108063,9000,440.5,3,t15
6196,108063,9500,451,1,e14
6197,108063,10000,451.5,3,t11
6198,108063,11000,457,2,t10.5
6199,108063,12000,457,2,e10
6200,108063,13000,457,2,mcmurray
6201,108063,14000,480.5,1,paleozoic
6202,108069,1000,294.5,1,mannville
6203,108069,2000,        ,-1,t61
6204,108069,3000,        ,-1,t51
6205,108069,4000,        ,-1,t41
6206,108069,5000,413.5,1,t31
6207,108069,6000,        ,-1,clw_wab
6208,108069,7000,429,1,t21
6209,108069,9000,432,3,t15
6210,108069,9500,444,1,e14
6211,108069,10000,445.5,3,t11
6212,108069,11000,450,1,t10.5
6213,108069,12000,450,1,e10
6214,108069,13000,450,1,mcmurray
6215,108069,14000,493,1,paleozoic
6216,108071,1000,292,1,mannville
6217,108071,2000,        ,-1,t61
6218,108071,3000,        ,-1,t51
6219,108071,4000,        ,-1,t41
6220,108071,5000,410.5,2,t31
6221,108071,6000,        ,-1,clw_wab
6222,108071,7000,424.5,1,t21
6223,108071,9000,426.5,2,t15
6224,108071,9500,438,1,e14
6225,108071,10000,438,3,t11
6226,108071,11000,445,1,t10.5
6227,108071,12000,445,1,e10
6228,108071,13000,445,1,mcmurray
6229,108071,14000,469,1,paleozoic
6230,108074,1000,316.08,1,mannville
6231,108074,2000,        ,-1,t61
6232,108074,3000,        ,-1,t51
6233,108074,4000,        ,-1,t41
6234,108074,5000,441.96,1,t31
6235,108074,6000,        ,-1,clw_wab
6236,108074,7000,459.03,1,t21
6237,108074,9000,460.86,2,t15
6238,108074,9500,464.21,1,e14
6239,108074,10000,468.17,2,t11
6240,108074,11000,474.27,1,t10.5
6241,108074,12000,474.27,1,e10
6242,108074,13000,474.27,1,mcmurray
6243,108074,14000,526.39,1,paleozoic
6244,108075,1000,306.5,1,mannville
6245,108075,2000,        ,-1,t61
6246,108075,3000,        ,-1,t51
6247,108075,4000,        ,-1,t41
6248,108075,5000,427.5,1,t31
6249,108075,6000,        ,-1,clw_wab
6250,108075,7000,442,1,t21
6251,108075,9000,445,2,t15
6252,108075,9500,450,1,e14
6253,108075,10000,452,3,t11
6254,108075,11000,458,1,t10.5
6255,108075,12000,458,1,e10
6256,108075,13000,458,1,mcmurray
6257,108075,14000,483,1,paleozoic
6258,108078,1000,305.5,1,mannville
6259,108078,2000,        ,-1,t61
6260,108078,3000,        ,-1,t51
6261,108078,4000,        ,-1,t41
6262,108078,5000,427.5,1,t31
6263,108078,6000,        ,-1,clw_wab
6264,108078,7000,442,1,t21
6265,108078,9000,445,2,t15
6266,108078,9500,451.5,1,e14
6267,108078,10000,453.5,2,t11
6268,108078,11000,460,2,t10.5
6269,108078,12000,460,2,e10
6270,108078,13000,460,2,mcmurray
6271,108078,14000,509,1,paleozoic
6272,108079,1000,305.5,1,mannville
6273,108079,2000,        ,-1,t61
6274,108079,3000,        ,-1,t51
6275,108079,4000,        ,-1,t41
6276,108079,5000,427,1,t31
6277,108079,6000,        ,-1,clw_wab
6278,108079,7000,442,1,t21
6279,108079,9000,445,2,t15
6280,108079,9500,451.5,1,e14
6281,108079,10000,453,2,t11
6282,108079,11000,460,1,t10.5
6283,108079,12000,460,1,e10
6284,108079,13000,460,1,mcmurray
6285,108079,14000,513,1,paleozoic
6286,108081,1000,304,1,mannville
6287,108081,2000,        ,-1,t61
6288,108081,3000,        ,-1,t51
6289,108081,4000,        ,-1,t41
6290,108081,5000,444,1,t31
6291,108081,6000,        ,-1,clw_wab
6292,108081,7000,459,1,t21
6293,108081,9000,463,2,t15
6294,108081,9500,467,1,e14
6295,108081,10000,470,2,t11
6296,108081,11000,476.5,2,t10.5
6297,108081,12000,476.5,2,e10
6298,108081,13000,476.5,2,mcmurray
6299,108081,14000,540.5,1,paleozoic
6300,108084,1000,306.5,1,mannville
6301,108084,2000,        ,-1,t61
6302,108084,3000,        ,-1,t51
6303,108084,4000,        ,-1,t41
6304,108084,5000,431.5,1,t31
6305,108084,6000,        ,-1,clw_wab
6306,108084,7000,447,1,t21
6307,108084,9000,449.5,1,t15
6308,108084,9500,456,1,e14
6309,108084,10000,458.5,2,t11
6310,108084,11000,463,3,t10.5
6311,108084,12000,463,3,e10
6312,108084,13000,463,3,mcmurray
6313,108084,14000,517,1,paleozoic
6314,108086,1000,302.06,1,mannville
6315,108086,2000,        ,-1,t61
6316,108086,3000,        ,-1,t51
6317,108086,4000,        ,-1,t41
6318,108086,5000,435.25,1,t31
6319,108086,6000,        ,-1,clw_wab
6320,108086,7000,450.49,1,t21
6321,108086,9000,455.37,1,t15
6322,108086,9500,461.47,1,e14
6323,108086,10000,463.91,2,t11
6324,108086,11000,468.78,3,t10.5
6325,108086,12000,468.78,3,e10
6326,108086,13000,468.78,3,mcmurray
6327,108086,14000,529.44,1,paleozoic
6328,108087,1000,304.19,1,mannville
6329,108087,2000,        ,-1,t61
6330,108087,3000,        ,-1,t51
6331,108087,4000,        ,-1,t41
6332,108087,5000,429.77,1,t31
6333,108087,6000,        ,-1,clw_wab
6334,108087,7000,445.01,1,t21
6335,108087,9000,448.06,1,t15
6336,108087,9500,454.15,1,e14
6337,108087,10000,457.81,2,t11
6338,108087,11000,463.91,3,t10.5
6339,108087,12000,463.91,3,e10
6340,108087,13000,463.91,3,mcmurray
6341,108087,14000,515.11,1,paleozoic
6342,108089,1000,294,1,mannville
6343,108089,2000,        ,-1,t61
6344,108089,3000,        ,-1,t51
6345,108089,4000,        ,-1,t41
6346,108089,5000,427,1,t31
6347,108089,6000,        ,-1,clw_wab
6348,108089,7000,442,1,t21
6349,108089,9000,446,1,t15
6350,108089,9500,449,1,e14
6351,108089,10000,454.5,2,t11
6352,108089,11000,461,3,t10.5
6353,108089,12000,461,3,e10
6354,108089,13000,461,3,mcmurray
6355,108089,14000,515,1,paleozoic
6356,108090,1000,312,1,mannville
6357,108090,2000,        ,-1,t61
6358,108090,3000,        ,-1,t51
6359,108090,4000,        ,-1,t41
6360,108090,5000,449.5,1,t31
6361,108090,6000,        ,-1,clw_wab
6362,108090,7000,463.5,1,t21
6363,108090,9000,466.5,1,t15
6364,108090,9500,471.5,1,e14
6365,108090,10000,476,1,t11
6366,108090,11000,483,2,t10.5
6367,108090,12000,483,2,e10
6368,108090,13000,483,2,mcmurray
6369,108090,14000,541,1,paleozoic
6370,108091,1000,301.5,1,mannville
6371,108091,2000,        ,-1,t61
6372,108091,3000,        ,-1,t51
6373,108091,4000,        ,-1,t41
6374,108091,5000,437,1,t31
6375,108091,6000,        ,-1,clw_wab
6376,108091,7000,455,1,t21
6377,108091,9000,461,3,t15
6378,108091,9500,462,3,e14
6379,108091,10000,466,3,t11
6380,108091,11000,471,2,t10.5
6381,108091,12000,471,2,e10
6382,108091,13000,471,2,mcmurray
6383,108091,14000,507.5,1,paleozoic
6384,108093,1000,328.5,1,mannville
6385,108093,2000,        ,-1,t61
6386,108093,3000,        ,-1,t51
6387,108093,4000,        ,-1,t41
6388,108093,5000,463,1,t31
6389,108093,6000,        ,-1,clw_wab
6390,108093,7000,478,1,t21
6391,108093,9000,485.5,1,t15
6392,108093,9500,485.5,1,e14
6393,108093,10000,488.5,1,t11
6394,108093,11000,498,2,t10.5
6395,108093,12000,498,2,e10
6396,108093,13000,498,2,mcmurray
6397,108093,14000,535,1,paleozoic
6398,108098,1000,331.5,1,mannville
6399,108098,2000,        ,-1,t61
6400,108098,3000,        ,-1,t51
6401,108098,4000,        ,-1,t41
6402,108098,5000,462,1,t31
6403,108098,6000,        ,-1,clw_wab
6404,108098,7000,479.5,1,t21
6405,108098,9000,486,1,t15
6406,108098,9500,486,1,e14
6407,108098,10000,488.5,2,t11
6408,108098,11000,497.5,1,t10.5
6409,108098,12000,497.5,1,e10
6410,108098,13000,497.5,1,mcmurray
6411,108098,14000,524,1,paleozoic
6412,108099,1000,331,1,mannville
6413,108099,2000,        ,-1,t61
6414,108099,3000,        ,-1,t51
6415,108099,4000,        ,-1,t41
6416,108099,5000,469,1,t31
6417,108099,6000,        ,-1,clw_wab
6418,108099,7000,486.5,1,t21
6419,108099,9000,493,1,t15
6420,108099,9500,493,1,e14
6421,108099,10000,495,2,t11
6422,108099,11000,504,1,t10.5
6423,108099,12000,504,1,e10
6424,108099,13000,504,1,mcmurray
6425,108099,14000,550,1,paleozoic
6426,108101,1000,309,1,mannville
6427,108101,2000,        ,-1,t61
6428,108101,3000,        ,-1,t51
6429,108101,4000,        ,-1,t41
6430,108101,5000,445,1,t31
6431,108101,6000,        ,-1,clw_wab
6432,108101,7000,462.5,1,t21
6433,108101,9000,469,1,t15
6434,108101,9500,469,1,e14
6435,108101,10000,472,2,t11
6436,108101,11000,480.5,2,t10.5
6437,108101,12000,480.5,2,e10
6438,108101,13000,480.5,2,mcmurray
6439,108101,14000,520,1,paleozoic
6440,108104,1000,288.95,1,mannville
6441,108104,2000,        ,-1,t61
6442,108104,3000,        ,-1,t51
6443,108104,4000,        ,-1,t41
6444,108104,5000,419.4,1,t31
6445,108104,6000,        ,-1,clw_wab
6446,108104,7000,437.08,1,t21
6447,108104,9000,444.4,1,t15
6448,108104,9500,444.4,1,e14
6449,108104,10000,446.84,2,t11
6450,108104,11000,455.68,1,t10.5
6451,108104,12000,455.68,1,e10
6452,108104,13000,455.68,1,mcmurray
6453,108104,14000,474.27,3,paleozoic
6454,108109,1000,320,1,mannville
6455,108109,2000,        ,-1,t61
6456,108109,3000,        ,-1,t51
6457,108109,4000,        ,-1,t41
6458,108109,5000,454,1,t31
6459,108109,6000,        ,-1,clw_wab
6460,108109,7000,471,1,t21
6461,108109,9000,479,1,t15
6462,108109,9500,479,1,e14
6463,108109,10000,481,1,t11
6464,108109,11000,491,1,t10.5
6465,108109,12000,491,1,e10
6466,108109,13000,491,1,mcmurray
6467,108109,14000,497,3,paleozoic
6468,108113,1000,334.67,1,mannville
6469,108113,2000,        ,-1,t61
6470,108113,3000,        ,-1,t51
6471,108113,4000,        ,-1,t41
6472,108113,5000,470.92,1,t31
6473,108113,6000,        ,-1,clw_wab
6474,108113,7000,488.9,1,t21
6475,108113,9000,495.3,1,t15
6476,108113,9500,495.3,1,e14
6477,108113,10000,497.43,1,t11
6478,108113,11000,507.49,1,t10.5
6479,108113,12000,507.49,1,e10
6480,108113,13000,507.49,1,mcmurray
6481,108113,14000,542.54,1,paleozoic
6482,108114,1000,341.38,1,mannville
6483,108114,2000,        ,-1,t61
6484,108114,3000,        ,-1,t51
6485,108114,4000,        ,-1,t41
6486,108114,5000,477.32,1,t31
6487,108114,6000,        ,-1,clw_wab
6488,108114,7000,495.91,1,t21
6489,108114,9000,502.31,1,t15
6490,108114,9500,502.31,1,e14
6491,108114,10000,504.14,1,t11
6492,108114,11000,514.5,1,t10.5
6493,108114,12000,514.5,1,e10
6494,108114,13000,514.5,1,mcmurray
6495,108114,14000,557.78,1,paleozoic
6496,108115,1000,295.66,1,mannville
6497,108115,2000,        ,-1,t61
6498,108115,3000,        ,-1,t51
6499,108115,4000,        ,-1,t41
6500,108115,5000,427.33,1,t31
6501,108115,6000,        ,-1,clw_wab
6502,108115,7000,445.01,1,t21
6503,108115,9000,451.1,1,t15
6504,108115,9500,451.1,1,e14
6505,108115,10000,454.15,1,t11
6506,108115,11000,463.3,1,t10.5
6507,108115,12000,463.3,1,e10
6508,108115,13000,463.3,1,mcmurray
6509,108115,14000,484.63,1,paleozoic
6510,108119,1000,308,1,mannville
6511,108119,2000,        ,-1,t61
6512,108119,3000,        ,-1,t51
6513,108119,4000,        ,-1,t41
6514,108119,5000,449,1,t31
6515,108119,6000,        ,-1,clw_wab
6516,108119,7000,467,1,t21
6517,108119,9000,475,1,t15
6518,108119,9500,475,1,e14
6519,108119,10000,477.5,2,t11
6520,108119,11000,486,1,t10.5
6521,108119,12000,486,1,e10
6522,108119,13000,486,1,mcmurray
6523,108119,14000,517,1,paleozoic
6524,108122,1000,282,2,mannville
6525,108122,2000,        ,-1,t61
6526,108122,3000,        ,-1,t51
6527,108122,4000,        ,-1,t41
6528,108122,5000,419.5,1,t31
6529,108122,6000,        ,-1,clw_wab
6530,108122,7000,437,1,t21
6531,108122,9000,444,1,t15
6532,108122,9500,444,1,e14
6533,108122,10000,446.5,2,t11
6534,108122,11000,455,2,t10.5
6535,108122,12000,455,2,e10
6536,108122,13000,455,2,mcmurray
6537,108122,14000,479,2,paleozoic
6538,108124,1000,324.61,1,mannville
6539,108124,2000,        ,-1,t61
6540,108124,3000,        ,-1,t51
6541,108124,4000,        ,-1,t41
6542,108124,5000,463.91,1,t31
6543,108124,6000,        ,-1,clw_wab
6544,108124,7000,481.58,1,t21
6545,108124,9000,488.9,1,t15
6546,108124,9500,488.9,1,e14
6547,108124,10000,491.34,2,t11
6548,108124,11000,501.4,2,t10.5
6549,108124,12000,501.4,2,e10
6550,108124,13000,501.4,2,mcmurray
6551,108124,14000,537.97,1,paleozoic
6552,108127,1000,246.28,1,mannville
6553,108127,2000,        ,-1,t61
6554,108127,3000,        ,-1,t51
6555,108127,4000,        ,-1,t41
6556,108127,5000,384.35,2,t31
6557,108127,6000,        ,-1,clw_wab
6558,108127,7000,406.3,1,t21
6559,108127,9000,410.87,1,t15
6560,108127,9500,410.87,1,e14
6561,108127,10000,416.05,2,t11
6562,108127,11000,422.76,1,t10.5
6563,108127,12000,422.76,1,e10
6564,108127,13000,422.76,1,mcmurray
6565,108127,14000,445.62,2,paleozoic
6566,108128,1000,241,1,mannville
6567,108128,2000,        ,-1,t61
6568,108128,3000,        ,-1,t51
6569,108128,4000,        ,-1,t41
6570,108128,5000,379.5,2,t31
6571,108128,6000,        ,-1,clw_wab
6572,108128,7000,401,1,t21
6573,108128,9000,407,1,t15
6574,108128,9500,407,1,e14
6575,108128,10000,409,2,t11
6576,108128,11000,416,3,t10.5
6577,108128,12000,416,3,e10
6578,108128,13000,416,3,mcmurray
6579,108128,14000,440,2,paleozoic
6580,108129,1000,254,1,mannville
6581,108129,2000,        ,-1,t61
6582,108129,3000,        ,-1,t51
6583,108129,4000,        ,-1,t41
6584,108129,5000,393,2,t31
6585,108129,6000,        ,-1,clw_wab
6586,108129,7000,415.5,1,t21
6587,108129,9000,420.5,1,t15
6588,108129,9500,420.5,1,e14
6589,108129,10000,424.5,2,t11
6590,108129,11000,432,1,t10.5
6591,108129,12000,432,1,e10
6592,108129,13000,432,1,mcmurray
6593,108129,14000,460,1,paleozoic
6594,108130,1000,269.75,1,mannville
6595,108130,2000,        ,-1,t61
6596,108130,3000,        ,-1,t51
6597,108130,4000,        ,-1,t41
6598,108130,5000,408.43,2,t31
6599,108130,6000,        ,-1,clw_wab
6600,108130,7000,433.43,1,t21
6601,108130,9000,438.91,1,t15
6602,108130,9500,438.91,1,e14
6603,108130,10000,443.18,3,t11
6604,108130,11000,451.1,1,t10.5
6605,108130,12000,451.1,1,e10
6606,108130,13000,451.1,1,mcmurray
6607,108130,14000,477.01,1,paleozoic
6608,108134,1000,240.79,1,mannville
6609,108134,2000,        ,-1,t61
6610,108134,3000,        ,-1,t51
6611,108134,4000,        ,-1,t41
6612,108134,5000,378.26,1,t31
6613,108134,6000,        ,-1,clw_wab
6614,108134,7000,399.29,1,t21
6615,108134,9000,404.77,1,t15
6616,108134,9500,404.77,1,e14
6617,108134,10000,407.82,3,t11
6618,108134,11000,414.53,1,t10.5
6619,108134,12000,414.53,1,e10
6620,108134,13000,414.53,1,mcmurray
6621,108134,14000,422.76,1,paleozoic
6622,108138,1000,256.03,1,mannville
6623,108138,2000,        ,-1,t61
6624,108138,3000,        ,-1,t51
6625,108138,4000,        ,-1,t41
6626,108138,5000,390.14,1,t31
6627,108138,6000,        ,-1,clw_wab
6628,108138,7000,410.87,1,t21
6629,108138,9000,414.53,1,t15
6630,108138,9500,414.53,1,e14
6631,108138,10000,418.19,3,t11
6632,108138,11000,        ,0,t10.5
6633,108138,12000,        ,0,e10
6634,108138,13000,        ,0,mcmurray
6635,108138,14000,426.11,2,paleozoic
6636,108139,1000,240.18,1,mannville
6637,108139,2000,        ,-1,t61
6638,108139,3000,        ,-1,t51
6639,108139,4000,        ,-1,t41
6640,108139,5000,379.78,1,t31
6641,108139,6000,        ,-1,clw_wab
6642,108139,7000,401.12,1,t21
6643,108139,9000,405.69,1,t15
6644,108139,9500,405.69,1,e14
6645,108139,10000,409.96,2,t11
6646,108139,11000,416.36,1,t10.5
6647,108139,12000,416.36,1,e10
6648,108139,13000,416.36,1,mcmurray
6649,108139,14000,426.72,1,paleozoic
6650,108140,1000,244.45,1,mannville
6651,108140,2000,        ,-1,t61
6652,108140,3000,        ,-1,t51
6653,108140,4000,        ,-1,t41
6654,108140,5000,383.44,1,t31
6655,108140,6000,        ,-1,clw_wab
6656,108140,7000,405.69,1,t21
6657,108140,9000,410.26,1,t15
6658,108140,9500,410.26,1,e14
6659,108140,10000,414.83,3,t11
6660,108140,11000,423.06,1,t10.5
6661,108140,12000,423.06,1,e10
6662,108140,13000,423.06,1,mcmurray
6663,108140,14000,446.84,1,paleozoic
6664,108143,1000,282.24,1,mannville
6665,108143,2000,        ,-1,t61
6666,108143,3000,        ,-1,t51
6667,108143,4000,        ,-1,t41
6668,108143,5000,423.06,1,t31
6669,108143,6000,        ,-1,clw_wab
6670,108143,7000,445.01,1,t21
6671,108143,9000,451.1,1,t15
6672,108143,9500,451.1,1,e14
6673,108143,10000,455.37,2,t11
6674,108143,11000,464.52,3,t10.5
6675,108143,12000,464.52,3,e10
6676,108143,13000,464.52,3,mcmurray
6677,108143,14000,493.17,1,paleozoic
6678,108145,1000,282,1,mannville
6679,108145,2000,        ,-1,t61
6680,108145,3000,        ,-1,t51
6681,108145,4000,        ,-1,t41
6682,108145,5000,427,1,t31
6683,108145,6000,        ,-1,clw_wab
6684,108145,7000,447,1,t21
6685,108145,9000,457,3,t15
6686,108145,9500,457,3,e14
6687,108145,10000,459,2,t11
6688,108145,11000,467,2,t10.5
6689,108145,12000,467,2,e10
6690,108145,13000,467,2,mcmurray
6691,108145,14000,475,1,paleozoic
6692,108147,1000,251.76,1,mannville
6693,108147,2000,        ,-1,t61
6694,108147,3000,        ,-1,t51
6695,108147,4000,        ,-1,t41
6696,108147,5000,393.8,1,t31
6697,108147,6000,        ,-1,clw_wab
6698,108147,7000,416.36,1,t21
6699,108147,9000,426.11,1,t15
6700,108147,9500,426.11,1,e14
6701,108147,10000,428.85,2,t11
6702,108147,11000,435.86,2,t10.5
6703,108147,12000,435.86,2,e10
6704,108147,13000,435.86,2,mcmurray
6705,108147,14000,437.39,3,paleozoic
6706,108148,1000,259.08,1,mannville
6707,108148,2000,        ,-1,t61
6708,108148,3000,        ,-1,t51
6709,108148,4000,        ,-1,t41
6710,108148,5000,403.56,1,t31
6711,108148,6000,        ,-1,clw_wab
6712,108148,7000,426.11,1,t21
6713,108148,9000,435.86,1,t15
6714,108148,9500,435.86,1,e14
6715,108148,10000,437.69,2,t11
6716,108148,11000,        ,-1,t10.5
6717,108148,12000,        ,-1,e10
6718,108148,13000,        ,-1,mcmurray
6719,108148,14000,        ,-1,paleozoic
6720,108150,1000,355.4,1,mannville
6721,108150,2000,        ,-1,t61
6722,108150,3000,        ,-1,t51
6723,108150,4000,484.63,1,t41
6724,108150,5000,506.27,1,t31
6725,108150,6000,        ,-1,clw_wab
6726,108150,7000,527.91,1,t21
6727,108150,9000,530.35,2,t15
6728,108150,9500,530.35,2,e14
6729,108150,10000,538.28,3,t11
6730,108150,11000,546.2,2,t10.5
6731,108150,12000,546.2,2,e10
6732,108150,13000,546.2,2,mcmurray
6733,108150,14000,579.12,1,paleozoic
6734,108151,1000,371.86,1,mannville
6735,108151,2000,        ,-1,t61
6736,108151,3000,        ,-1,t51
6737,108151,4000,499.87,1,t41
6738,108151,5000,526.69,1,t31
6739,108151,6000,        ,-1,clw_wab
6740,108151,7000,539.5,1,t21
6741,108151,9000,543.15,2,t15
6742,108151,9500,543.15,2,e14
6743,108151,10000,549.25,2,t11
6744,108151,11000,558.39,1,t10.5
6745,108151,12000,558.39,1,e10
6746,108151,13000,558.39,1,mcmurray
6747,108151,14000,569.37,4,paleozoic
6748,108153,1000,361.8,1,mannville
6749,108153,2000,        ,-1,t61
6750,108153,3000,        ,-1,t51
6751,108153,4000,484.63,1,t41
6752,108153,5000,506.27,1,t31
6753,108153,6000,        ,-1,clw_wab
6754,108153,7000,527.91,1,t21
6755,108153,9000,529.44,2,t15
6756,108153,9500,529.44,2,e14
6757,108153,10000,537.67,2,t11
6758,108153,11000,546.2,3,t10.5
6759,108153,12000,546.2,3,e10
6760,108153,13000,546.2,3,mcmurray
6761,108153,14000,564.18,1,paleozoic
6762,108156,1000,390.5,1,mannville
6763,108156,2000,        ,-1,t61
6764,108156,3000,        ,-1,t51
6765,108156,4000,516,1,t41
6766,108156,5000,528.5,1,t31
6767,108156,6000,        ,-1,clw_wab
6768,108156,7000,549,1,t21
6769,108156,9000,551.5,2,t15
6770,108156,9500,551.5,2,e14
6771,108156,10000,558.5,2,t11
6772,108156,11000,564,2,t10.5
6773,108156,12000,564,2,e10
6774,108156,13000,564,2,mcmurray
6775,108156,14000,574,1,paleozoic
6776,108157,1000,396.24,1,mannville
6777,108157,2000,        ,-1,t61
6778,108157,3000,        ,-1,t51
6779,108157,4000,525.48,1,t41
6780,108157,5000,540.72,1,t31
6781,108157,6000,        ,-1,clw_wab
6782,108157,7000,560.83,1,t21
6783,108157,9000,562.97,2,t15
6784,108157,9500,562.97,2,e14
6785,108157,10000,570.89,1,t11
6786,108157,11000,578.51,3,t10.5
6787,108157,12000,578.51,3,e10
6788,108157,13000,578.51,3,mcmurray
6789,108157,14000,620.88,1,paleozoic
6790,108159,1000,412.7,1,mannville
6791,108159,2000,        ,-1,t61
6792,108159,3000,        ,-1,t51
6793,108159,4000,540.11,1,t41
6794,108159,5000,561.44,1,t31
6795,108159,6000,        ,-1,clw_wab
6796,108159,7000,574.85,1,t21
6797,108159,9000,579.12,2,t15
6798,108159,9500,579.12,2,e14
6799,108159,10000,584.91,1,t11
6800,108159,11000,591.92,2,t10.5
6801,108159,12000,591.92,2,e10
6802,108159,13000,591.92,2,mcmurray
6803,108159,14000,602.89,1,paleozoic
6804,108162,1000,412.39,1,mannville
6805,108162,2000,        ,-1,t61
6806,108162,3000,        ,-1,t51
6807,108162,4000,536.45,1,t41
6808,108162,5000,563.58,1,t31
6809,108162,6000,        ,-1,clw_wab
